AverageTemperature,City,Country,year,month
9.801,1,8,1982.0,2.0
17.141,1,8,1982.0,3.0
20.483,1,8,1982.0,4.0
23.413,1,8,1982.0,5.0
27.976,1,8,1982.0,6.0
29.628,1,8,1982.0,7.0
29.916,1,8,1982.0,8.0
26.798,1,8,1982.0,9.0
20.452,1,8,1982.0,10.0
13.678,1,8,1982.0,11.0
8.948,1,8,1982.0,12.0
8.39,1,8,1983.0,1.0
11.076,1,8,1983.0,2.0
15.361,1,8,1983.0,3.0
18.7,1,8,1983.0,4.0
24.662,1,8,1983.0,5.0
26.972,1,8,1983.0,6.0
29.326,1,8,1983.0,7.0
29.169,1,8,1983.0,8.0
26.522,1,8,1983.0,9.0
21.058,1,8,1983.0,10.0
14.888,1,8,1983.0,11.0
5.483,1,8,1983.0,12.0
6.517,1,8,1984.0,1.0
11.224,1,8,1984.0,2.0
16.312,1,8,1984.0,3.0
20.581,1,8,1984.0,4.0
25.358,1,8,1984.0,5.0
27.904,1,8,1984.0,6.0
28.912,1,8,1984.0,7.0
29.209,1,8,1984.0,8.0
24.756,1,8,1984.0,9.0
19.638,1,8,1984.0,10.0
13.382,1,8,1984.0,11.0
12.297,1,8,1984.0,12.0
5.71,1,8,1985.0,1.0
9.077,1,8,1985.0,2.0
16.595,1,8,1985.0,3.0
20.655,1,8,1985.0,4.0
25.567,1,8,1985.0,5.0
26.769,1,8,1985.0,6.0
27.842,1,8,1985.0,7.0
29.761,1,8,1985.0,8.0
26.058,1,8,1985.0,9.0
20.484,1,8,1985.0,10.0
16.472,1,8,1985.0,11.0
8.043,1,8,1985.0,12.0
9.458,1,8,1986.0,1.0
13.706,1,8,1986.0,2.0
17.148,1,8,1986.0,3.0
23.04,1,8,1986.0,4.0
24.784,1,8,1986.0,5.0
26.748,1,8,1986.0,6.0
29.132,1,8,1986.0,7.0
28.644,1,8,1986.0,8.0
26.384,1,8,1986.0,9.0
18.884,1,8,1986.0,10.0
13.303,1,8,1986.0,11.0
8.807,1,8,1986.0,12.0
8.515,1,8,1987.0,1.0
11.289,1,8,1987.0,2.0
12.716,1,8,1987.0,3.0
17.172,1,8,1987.0,4.0
22.995,1,8,1987.0,5.0
25.657,1,8,1987.0,6.0
27.873,1,8,1987.0,7.0
28.95,1,8,1987.0,8.0
24.817,1,8,1987.0,9.0
20.467,1,8,1987.0,10.0
13.53,1,8,1987.0,11.0
9.629,1,8,1987.0,12.0
6.907,1,8,1988.0,1.0
10.669,1,8,1988.0,2.0
15.926,1,8,1988.0,3.0
20.288,1,8,1988.0,4.0
24.015,1,8,1988.0,5.0
27.524,1,8,1988.0,6.0
28.312,1,8,1988.0,7.0
28.299,1,8,1988.0,8.0
25.485,1,8,1988.0,9.0
20.511,1,8,1988.0,10.0
15.516,1,8,1988.0,11.0
9.932,1,8,1988.0,12.0
10.621,1,8,1989.0,1.0
9.708,1,8,1989.0,2.0
15.909,1,8,1989.0,3.0
21.197,1,8,1989.0,4.0
26.988,1,8,1989.0,5.0
28.224,1,8,1989.0,6.0
29.898,1,8,1989.0,7.0
28.801,1,8,1989.0,8.0
24.863,1,8,1989.0,9.0
20.351,1,8,1989.0,10.0
14.54,1,8,1989.0,11.0
5.574,1,8,1989.0,12.0
10.633,1,8,1990.0,1.0
13.233,1,8,1990.0,2.0
15.613,1,8,1990.0,3.0
19.908,1,8,1990.0,4.0
24.873,1,8,1990.0,5.0
30.47,1,8,1990.0,6.0
27.338,1,8,1990.0,7.0
27.2,1,8,1990.0,8.0
24.691,1,8,1990.0,9.0
18.776,1,8,1990.0,10.0
15.191,1,8,1990.0,11.0
9.214,1,8,1990.0,12.0
8.143,1,8,1991.0,1.0
12.393,1,8,1991.0,2.0
17.246,1,8,1991.0,3.0
21.404,1,8,1991.0,4.0
26.197,1,8,1991.0,5.0
28.043,1,8,1991.0,6.0
28.064,1,8,1991.0,7.0
28.813,1,8,1991.0,8.0
23.312,1,8,1991.0,9.0
20.591,1,8,1991.0,10.0
11.788,1,8,1991.0,11.0
10.419,1,8,1991.0,12.0
8.258,1,8,1992.0,1.0
12.192,1,8,1992.0,2.0
16.214,1,8,1992.0,3.0
19.323,1,8,1992.0,4.0
22.337,1,8,1992.0,5.0
27.529,1,8,1992.0,6.0
28.612,1,8,1992.0,7.0
27.49,1,8,1992.0,8.0
26.449,1,8,1992.0,9.0
21.233,1,8,1992.0,10.0
12.362,1,8,1992.0,11.0
10.517,1,8,1992.0,12.0
9.158,1,8,1993.0,1.0
11.881,1,8,1993.0,2.0
15.971,1,8,1993.0,3.0
20.149,1,8,1993.0,4.0
23.868,1,8,1993.0,5.0
27.523,1,8,1993.0,6.0
29.196,1,8,1993.0,7.0
29.876,1,8,1993.0,8.0
24.514,1,8,1993.0,9.0
19.62,1,8,1993.0,10.0
12.017,1,8,1993.0,11.0
11.055,1,8,1993.0,12.0
9.541,1,8,1994.0,1.0
11.615,1,8,1994.0,2.0
16.917,1,8,1994.0,3.0
20.441,1,8,1994.0,4.0
24.453,1,8,1994.0,5.0
29.633,1,8,1994.0,6.0
29.756,1,8,1994.0,7.0
29.209,1,8,1994.0,8.0
25.099,1,8,1994.0,9.0
20.8,1,8,1994.0,10.0
15.276,1,8,1994.0,11.0
11.429,1,8,1994.0,12.0
9.709,1,8,1995.0,1.0
13.514,1,8,1995.0,2.0
15.185,1,8,1995.0,3.0
20.041,1,8,1995.0,4.0
25.149,1,8,1995.0,5.0
27.171,1,8,1995.0,6.0
29.867,1,8,1995.0,7.0
29.494,1,8,1995.0,8.0
25.774,1,8,1995.0,9.0
20.222,1,8,1995.0,10.0
14.457,1,8,1995.0,11.0
9.675,1,8,1995.0,12.0
8.64,1,8,1996.0,1.0
12.813,1,8,1996.0,2.0
13.606,1,8,1996.0,3.0
20.097,1,8,1996.0,4.0
27.855,1,8,1996.0,5.0
29.743,1,8,1996.0,6.0
30.619,1,8,1996.0,7.0
28.39,1,8,1996.0,8.0
25.036,1,8,1996.0,9.0
19.628,1,8,1996.0,10.0
14.601,1,8,1996.0,11.0
9.858,1,8,1996.0,12.0
7.938,1,8,1997.0,1.0
10.056,1,8,1997.0,2.0
16.505,1,8,1997.0,3.0
16.961,1,8,1997.0,4.0
23.422,1,8,1997.0,5.0
26.675,1,8,1997.0,6.0
29.624,1,8,1997.0,7.0
29.749,1,8,1997.0,8.0
27.29,1,8,1997.0,9.0
19.884,1,8,1997.0,10.0
13.155,1,8,1997.0,11.0
8.012,1,8,1997.0,12.0
11.493,1,8,1998.0,1.0
12.165,1,8,1998.0,2.0
15.269,1,8,1998.0,3.0
20.131,1,8,1998.0,4.0
27.777,1,8,1998.0,5.0
30.512,1,8,1998.0,6.0
31.533,1,8,1998.0,7.0
28.178,1,8,1998.0,8.0
26.778,1,8,1998.0,9.0
21.077,1,8,1998.0,10.0
15.641,1,8,1998.0,11.0
9.754,1,8,1998.0,12.0
10.768,1,8,1999.0,1.0
14.635,1,8,1999.0,2.0
16.66,1,8,1999.0,3.0
21.488,1,8,1999.0,4.0
25.518,1,8,1999.0,5.0
27.608,1,8,1999.0,6.0
28.221,1,8,1999.0,7.0
29.929,1,8,1999.0,8.0
26.31,1,8,1999.0,9.0
19.9,1,8,1999.0,10.0
15.912,1,8,1999.0,11.0
9.701,1,8,1999.0,12.0
11.427,1,8,2000.0,1.0
14.969,1,8,2000.0,2.0
18.653,1,8,2000.0,3.0
21.739,1,8,2000.0,4.0
27.669,1,8,2000.0,5.0
27.226,1,8,2000.0,6.0
30.616,1,8,2000.0,7.0
29.731,1,8,2000.0,8.0
27.06,1,8,2000.0,9.0
19.289,1,8,2000.0,10.0
11.619,1,8,2000.0,11.0
7.041,1,8,2000.0,12.0
7.871,1,8,2001.0,1.0
12.285,1,8,2001.0,2.0
13.773,1,8,2001.0,3.0
21.689,1,8,2001.0,4.0
25.761,1,8,2001.0,5.0
29.646,1,8,2001.0,6.0
30.714,1,8,2001.0,7.0
29.853,1,8,2001.0,8.0
25.705,1,8,2001.0,9.0
20.371,1,8,2001.0,10.0
15.706,1,8,2001.0,11.0
9.933,1,8,2001.0,12.0
10.21,1,8,2002.0,1.0
9.607,1,8,2002.0,2.0
15.17,1,8,2002.0,3.0
23.092,1,8,2002.0,4.0
26.353,1,8,2002.0,5.0
29.102,1,8,2002.0,6.0
27.974,1,8,2002.0,7.0
29.956,1,8,2002.0,8.0
25.87,1,8,2002.0,9.0
20.189,1,8,2002.0,10.0
12.359,1,8,2002.0,11.0
9.361,1,8,2002.0,12.0
9.229,1,8,2003.0,1.0
10.648,1,8,2003.0,2.0
16.816,1,8,2003.0,3.0
21.271,1,8,2003.0,4.0
27.149,1,8,2003.0,5.0
27.916,1,8,2003.0,6.0
27.893,1,8,2003.0,7.0
29.294,1,8,2003.0,8.0
24.765,1,8,2003.0,9.0
20.024,1,8,2003.0,10.0
14.813,1,8,2003.0,11.0
9.971,1,8,2003.0,12.0
10.155,1,8,2004.0,1.0
10.358,1,8,2004.0,2.0
17.818,1,8,2004.0,3.0
19.022,1,8,2004.0,4.0
24.35,1,8,2004.0,5.0
27.503,1,8,2004.0,6.0
28.162,1,8,2004.0,7.0
27.697,1,8,2004.0,8.0
24.692,1,8,2004.0,9.0
21.426,1,8,2004.0,10.0
13.56,1,8,2004.0,11.0
8.935,1,8,2004.0,12.0
11.558,1,8,2005.0,1.0
11.54,1,8,2005.0,2.0
15.219,1,8,2005.0,3.0
20.186,1,8,2005.0,4.0
23.994,1,8,2005.0,5.0
28.532,1,8,2005.0,6.0
29.775,1,8,2005.0,7.0
28.276,1,8,2005.0,8.0
28.304,1,8,2005.0,9.0
20.016,1,8,2005.0,10.0
15.394,1,8,2005.0,11.0
9.397,1,8,2005.0,12.0
11.92,1,8,2006.0,1.0
11.815,1,8,2006.0,2.0
18.4,1,8,2006.0,3.0
23.609,1,8,2006.0,4.0
26.788,1,8,2006.0,5.0
28.976,1,8,2006.0,6.0
29.94,1,8,2006.0,7.0
29.681,1,8,2006.0,8.0
25.169,1,8,2006.0,9.0
20.879,1,8,2006.0,10.0
15.866,1,8,2006.0,11.0
9.449,1,8,2006.0,12.0
6.487,1,8,2007.0,1.0
11.577,1,8,2007.0,2.0
17.814,1,8,2007.0,3.0
18.793,1,8,2007.0,4.0
23.114,1,8,2007.0,5.0
26.429,1,8,2007.0,6.0
26.697,1,8,2007.0,7.0
28.341,1,8,2007.0,8.0
26.227,1,8,2007.0,9.0
21.548,1,8,2007.0,10.0
15.081,1,8,2007.0,11.0
10.285,1,8,2007.0,12.0
8.805,1,8,2008.0,1.0
13.56,1,8,2008.0,2.0
16.632,1,8,2008.0,3.0
21.076,1,8,2008.0,4.0
26.106,1,8,2008.0,5.0
30.098,1,8,2008.0,6.0
28.304,1,8,2008.0,7.0
28.056,1,8,2008.0,8.0
23.746,1,8,2008.0,9.0
19.52,1,8,2008.0,10.0
14.339,1,8,2008.0,11.0
9.9,1,8,2008.0,12.0
9.96,1,8,2009.0,1.0
14.279,1,8,2009.0,2.0
16.66,1,8,2009.0,3.0
20.462,1,8,2009.0,4.0
25.654,1,8,2009.0,5.0
29.132,1,8,2009.0,6.0
30.866,1,8,2009.0,7.0
30.495,1,8,2009.0,8.0
24.901,1,8,2009.0,9.0
19.759,1,8,2009.0,10.0
14.269,1,8,2009.0,11.0
7.568,1,8,2009.0,12.0
7.748,1,8,2010.0,1.0
8.921,1,8,2010.0,2.0
13.947,1,8,2010.0,3.0
19.787,1,8,2010.0,4.0
24.873,1,8,2010.0,5.0
29.245,1,8,2010.0,6.0
27.729,1,8,2010.0,7.0
30.169,1,8,2010.0,8.0
26.633,1,8,2010.0,9.0
21.071,1,8,2010.0,10.0
15.009,1,8,2010.0,11.0
10.094,1,8,2010.0,12.0
8.829,1,8,2011.0,1.0
10.846,1,8,2011.0,2.0
19.529,1,8,2011.0,3.0
23.922,1,8,2011.0,4.0
26.043,1,8,2011.0,5.0
30.717,1,8,2011.0,6.0
31.072,1,8,2011.0,7.0
31.899,1,8,2011.0,8.0
27.225,1,8,2011.0,9.0
20.705,1,8,2011.0,10.0
14.945,1,8,2011.0,11.0
8.315,1,8,2011.0,12.0
10.468,1,8,2012.0,1.0
12.269,1,8,2012.0,2.0
18.171,1,8,2012.0,3.0
23.094,1,8,2012.0,4.0
24.877,1,8,2012.0,5.0
29.671,1,8,2012.0,6.0
29.283,1,8,2012.0,7.0
30.26,1,8,2012.0,8.0
26.052,1,8,2012.0,9.0
20.826,1,8,2012.0,10.0
16.272,1,8,2012.0,11.0
11.48,1,8,2012.0,12.0
9.699,1,8,2013.0,1.0
12.849,1,8,2013.0,2.0
16.397,1,8,2013.0,3.0
19.877,1,8,2013.0,4.0
24.556,1,8,2013.0,5.0
28.55,1,8,2013.0,6.0
28.189,1,8,2013.0,7.0
29.894,1,8,2013.0,8.0
26.961,1,8,2013.0,9.0
14.198,2,8,1835.0,1.0
13.505,2,8,1835.0,2.0
15.158,2,8,1835.0,3.0
18.503,2,8,1835.0,4.0
20.349,2,8,1835.0,5.0
20.7,2,8,1835.0,6.0
19.019,2,8,1835.0,7.0
18.133,2,8,1835.0,8.0
17.202,2,8,1835.0,9.0
16.201,2,8,1835.0,10.0
13.216,2,8,1835.0,11.0
11.482,2,8,1835.0,12.0
13.228,2,8,1836.0,1.0
14.135,2,8,1836.0,2.0
16.581,2,8,1836.0,3.0
19.014,2,8,1836.0,4.0
20.496,2,8,1836.0,5.0
21.077,2,8,1836.0,6.0
20.176,2,8,1836.0,7.0
18.915,2,8,1836.0,8.0
18.534,2,8,1836.0,9.0
16.947,2,8,1836.0,10.0
13.608,2,8,1836.0,11.0
12.73,2,8,1836.0,12.0
13.394,2,8,1837.0,1.0
14.165,2,8,1837.0,2.0
15.48,2,8,1837.0,3.0
17.654,2,8,1837.0,4.0
20.386,2,8,1837.0,5.0
21.382,2,8,1837.0,6.0
20.477,2,8,1837.0,7.0
19.705,2,8,1837.0,8.0
18.653,2,8,1837.0,9.0
16.537,2,8,1837.0,10.0
14.919,2,8,1837.0,11.0
13.166,2,8,1837.0,12.0
10.777,2,8,1838.0,1.0
12.133,2,8,1838.0,2.0
15.739,2,8,1838.0,3.0
19.161,2,8,1838.0,4.0
20.098,2,8,1838.0,5.0
21.792,2,8,1838.0,6.0
20.58,2,8,1838.0,7.0
19.41,2,8,1838.0,8.0
18.28,2,8,1838.0,9.0
17.154,2,8,1838.0,10.0
14.506,2,8,1838.0,11.0
12.759,2,8,1838.0,12.0
13.505,2,8,1839.0,1.0
14.461,2,8,1839.0,2.0
14.689,2,8,1839.0,3.0
20.177,2,8,1839.0,4.0
21.09,2,8,1839.0,5.0
21.893,2,8,1839.0,6.0
20.896,2,8,1839.0,7.0
19.907,2,8,1839.0,8.0
18.852,2,8,1839.0,9.0
17.182,2,8,1839.0,10.0
13.452,2,8,1839.0,11.0
11.154,2,8,1839.0,12.0
14.043,2,8,1840.0,1.0
14.176,2,8,1840.0,2.0
16.11,2,8,1840.0,3.0
19.334,2,8,1840.0,4.0
20.89,2,8,1840.0,5.0
21.966,2,8,1840.0,6.0
21.138,2,8,1840.0,7.0
19.441,2,8,1840.0,8.0
18.635,2,8,1840.0,9.0
16.507,2,8,1840.0,10.0
13.9,2,8,1840.0,11.0
12.805,2,8,1840.0,12.0
11.825,2,8,1841.0,1.0
14.347,2,8,1841.0,2.0
15.424,2,8,1841.0,3.0
18.98,2,8,1841.0,4.0
21.503,2,8,1841.0,5.0
21.646,2,8,1841.0,6.0
21.372,2,8,1841.0,7.0
19.839,2,8,1841.0,8.0
18.601,2,8,1841.0,9.0
17.562,2,8,1841.0,10.0
14.903,2,8,1841.0,11.0
13.476,2,8,1841.0,12.0
13.459,2,8,1842.0,1.0
14.543,2,8,1842.0,2.0
18.402,2,8,1842.0,3.0
19.813,2,8,1842.0,4.0
21.616,2,8,1842.0,5.0
21.49,2,8,1842.0,6.0
19.986,2,8,1842.0,7.0
19.398,2,8,1842.0,8.0
18.53,2,8,1842.0,9.0
17.168,2,8,1842.0,10.0
14.723,2,8,1842.0,11.0
13.867,2,8,1842.0,12.0
14.251,2,8,1843.0,1.0
15.367,2,8,1843.0,2.0
16.503,2,8,1843.0,3.0
19.973,2,8,1843.0,4.0
21.283,2,8,1843.0,5.0
21.346,2,8,1843.0,6.0
20.182,2,8,1843.0,7.0
19.295,2,8,1843.0,8.0
19.044,2,8,1843.0,9.0
17.085,2,8,1843.0,10.0
16.02,2,8,1843.0,11.0
14.379,2,8,1843.0,12.0
13.822,2,8,1844.0,1.0
14.819,2,8,1844.0,2.0
16.297,2,8,1844.0,3.0
19.191,2,8,1844.0,4.0
21.078,2,8,1844.0,5.0
21.293,2,8,1844.0,6.0
20.506,2,8,1844.0,7.0
19.295,2,8,1844.0,8.0
18.352,2,8,1844.0,9.0
17.628,2,8,1844.0,10.0
14.562,2,8,1844.0,11.0
11.902,2,8,1844.0,12.0
13.928,2,8,1845.0,1.0
13.824,2,8,1845.0,2.0
16.106,2,8,1845.0,3.0
19.359,2,8,1845.0,4.0
21.13,2,8,1845.0,5.0
21.48,2,8,1845.0,6.0
20.517,2,8,1845.0,7.0
19.642,2,8,1845.0,8.0
18.76,2,8,1845.0,9.0
16.445,2,8,1845.0,10.0
14.75,2,8,1845.0,11.0
11.52,2,8,1845.0,12.0
14.218,2,8,1846.0,1.0
14.479,2,8,1846.0,2.0
17.992,2,8,1846.0,3.0
18.441,2,8,1846.0,4.0
21.543,2,8,1846.0,5.0
22.453,2,8,1846.0,6.0
21.27,2,8,1846.0,7.0
19.603,2,8,1846.0,8.0
19.344,2,8,1846.0,9.0
17.137,2,8,1846.0,10.0
15.578,2,8,1846.0,11.0
14.782,2,8,1846.0,12.0
13.018,2,8,1847.0,1.0
14.867,2,8,1847.0,2.0
15.351,2,8,1847.0,3.0
19.661,2,8,1847.0,4.0
21.053,2,8,1847.0,5.0
21.789,2,8,1847.0,6.0
20.664,2,8,1847.0,7.0
19.645,2,8,1847.0,8.0
19.08,2,8,1847.0,9.0
17.581,2,8,1847.0,10.0
15.379,2,8,1847.0,11.0
12.313,2,8,1847.0,12.0
21.242,2,8,1848.0,6.0
20.938,2,8,1848.0,7.0
19.7,2,8,1848.0,8.0
18.475,2,8,1848.0,9.0
17.879,2,8,1848.0,10.0
14.349,2,8,1848.0,11.0
12.759,2,8,1848.0,12.0
14.393,2,8,1849.0,1.0
14.523,2,8,1849.0,2.0
17.826,2,8,1849.0,3.0
19.248,2,8,1849.0,4.0
20.862,2,8,1849.0,5.0
22.283,2,8,1849.0,6.0
21.258,2,8,1849.0,7.0
20.689,2,8,1849.0,8.0
19.591,2,8,1849.0,9.0
16.882,2,8,1849.0,10.0
15.792,2,8,1849.0,11.0
13.022,2,8,1849.0,12.0
14.817,2,8,1850.0,1.0
15.501,2,8,1850.0,2.0
17.213,2,8,1850.0,3.0
18.924,2,8,1850.0,4.0
19.783,2,8,1850.0,5.0
21.549,2,8,1850.0,6.0
21.025,2,8,1850.0,7.0
21.017,2,8,1850.0,8.0
20.055,2,8,1850.0,9.0
18.19,2,8,1850.0,10.0
14.995,2,8,1850.0,11.0
11.264,2,8,1850.0,12.0
13.389,2,8,1851.0,1.0
13.69,2,8,1851.0,2.0
16.357,2,8,1851.0,3.0
19.48,2,8,1851.0,4.0
22.355,2,8,1851.0,5.0
22.656,2,8,1851.0,6.0
20.492,2,8,1851.0,7.0
20.605,2,8,1851.0,8.0
19.281,2,8,1851.0,9.0
17.907,2,8,1851.0,10.0
14.075,2,8,1851.0,11.0
13.114,2,8,1851.0,12.0
11.313,2,8,1852.0,1.0
16.33,2,8,1852.0,2.0
16.648,2,8,1852.0,3.0
19.539,2,8,1852.0,4.0
22.269,2,8,1852.0,5.0
21.775,2,8,1852.0,6.0
20.795,2,8,1852.0,7.0
20.35,2,8,1852.0,8.0
19.462,2,8,1852.0,9.0
17.347,2,8,1852.0,10.0
14.94,2,8,1852.0,11.0
14.439,2,8,1852.0,12.0
12.014,2,8,1853.0,1.0
12.877,2,8,1853.0,2.0
15.412,2,8,1853.0,3.0
19.418,2,8,1853.0,4.0
21.99,2,8,1853.0,5.0
21.467,2,8,1853.0,6.0
21.446,2,8,1853.0,7.0
19.647,2,8,1853.0,8.0
19.104,2,8,1853.0,9.0
17.17,2,8,1853.0,10.0
15.761,2,8,1853.0,11.0
13.413,2,8,1853.0,12.0
12.314,2,8,1854.0,1.0
13.694,2,8,1854.0,2.0
17.729,2,8,1854.0,3.0
19.111,2,8,1854.0,4.0
21.556,2,8,1854.0,5.0
21.569,2,8,1854.0,6.0
19.949,2,8,1854.0,7.0
19.323,2,8,1854.0,8.0
18.903,2,8,1854.0,9.0
18.53,2,8,1854.0,10.0
14.85,2,8,1854.0,11.0
11.752,2,8,1854.0,12.0
13.551,2,8,1855.0,1.0
13.454,2,8,1855.0,2.0
15.315,2,8,1855.0,3.0
19.615,2,8,1855.0,4.0
23.088,2,8,1855.0,5.0
21.864,2,8,1855.0,6.0
19.605,2,8,1855.0,7.0
19.048,2,8,1855.0,8.0
18.266,2,8,1855.0,9.0
16.443,2,8,1855.0,10.0
14.978,2,8,1855.0,11.0
12.952,2,8,1855.0,12.0
10.335,2,8,1856.0,1.0
13.084,2,8,1856.0,2.0
15.773,2,8,1856.0,3.0
20.01,2,8,1856.0,4.0
21.522,2,8,1856.0,5.0
23.162,2,8,1856.0,6.0
20.878,2,8,1856.0,7.0
21.327,2,8,1856.0,8.0
18.33,2,8,1856.0,9.0
16.534,2,8,1856.0,10.0
13.483,2,8,1856.0,11.0
12.052,2,8,1856.0,12.0
12.281,2,8,1857.0,1.0
15.659,2,8,1857.0,2.0
16.075,2,8,1857.0,3.0
17.142,2,8,1857.0,4.0
20.997,2,8,1857.0,5.0
22.454,2,8,1857.0,6.0
20.996,2,8,1857.0,7.0
20.684,2,8,1857.0,8.0
18.742,2,8,1857.0,9.0
17.218,2,8,1857.0,10.0
15.504,2,8,1857.0,11.0
13.019,2,8,1857.0,12.0
13.701,2,8,1858.0,1.0
13.433,2,8,1858.0,2.0
16.799,2,8,1858.0,3.0
20.284,2,8,1858.0,4.0
22.795,2,8,1858.0,5.0
21.953,2,8,1858.0,6.0
21.156,2,8,1858.0,7.0
19.975,2,8,1858.0,8.0
19.147,2,8,1858.0,9.0
19.419,2,8,1858.0,10.0
13.921,2,8,1858.0,11.0
12.479,2,8,1858.0,12.0
12.983,2,8,1859.0,1.0
16.172,2,8,1859.0,2.0
17.615,2,8,1859.0,3.0
20.058,2,8,1859.0,4.0
23.246,2,8,1859.0,5.0
23.1,2,8,1859.0,6.0
20.597,2,8,1859.0,7.0
20.716,2,8,1859.0,8.0
18.89,2,8,1859.0,9.0
17.527,2,8,1859.0,10.0
15.904,2,8,1859.0,11.0
11.303,2,8,1859.0,12.0
12.579,2,8,1860.0,1.0
13.337,2,8,1860.0,2.0
15.756,2,8,1860.0,3.0
19.44,2,8,1860.0,4.0
22.163,2,8,1860.0,5.0
23.115,2,8,1860.0,6.0
21.174,2,8,1860.0,7.0
19.657,2,8,1860.0,8.0
19.022,2,8,1860.0,9.0
17.783,2,8,1860.0,10.0
15.001,2,8,1860.0,11.0
12.332,2,8,1860.0,12.0
12.056,2,8,1861.0,1.0
13.197,2,8,1861.0,2.0
16.432,2,8,1861.0,3.0
19.727,2,8,1861.0,4.0
21.97,2,8,1861.0,5.0
23.341,2,8,1861.0,6.0
21.766,2,8,1861.0,7.0
20.349,2,8,1861.0,8.0
19.832,2,8,1861.0,9.0
17.644,2,8,1861.0,10.0
16.875,2,8,1861.0,11.0
14.455,2,8,1861.0,12.0
14.192,2,8,1862.0,1.0
13.868,2,8,1862.0,2.0
16.489,2,8,1862.0,3.0
19.665,2,8,1862.0,4.0
22.155,2,8,1862.0,5.0
22.616,2,8,1862.0,6.0
21.527,2,8,1862.0,7.0
20.581,2,8,1862.0,8.0
19.439,2,8,1862.0,9.0
17.414,2,8,1862.0,10.0
15.335,2,8,1862.0,11.0
12.455,2,8,1862.0,12.0
12.966,2,8,1863.0,1.0
14.638,2,8,1863.0,2.0
18.08,2,8,1863.0,3.0
20.255,2,8,1863.0,4.0
21.248,2,8,1863.0,5.0
22.298,2,8,1863.0,6.0
20.83,2,8,1863.0,7.0
20.101,2,8,1863.0,8.0
20.035,2,8,1863.0,9.0
17.783,2,8,1863.0,10.0
15.003,2,8,1863.0,11.0
12.12,2,8,1863.0,12.0
12.115,2,8,1864.0,1.0
14.17,2,8,1864.0,2.0
15.893,2,8,1864.0,3.0
19.262,2,8,1864.0,4.0
21.636,2,8,1864.0,5.0
22.776,2,8,1864.0,6.0
20.775,2,8,1864.0,7.0
20.276,2,8,1864.0,8.0
20.325,2,8,1864.0,9.0
17.243,2,8,1864.0,10.0
14.935,2,8,1864.0,11.0
13.772,2,8,1864.0,12.0
13.458,2,8,1865.0,1.0
14.392,2,8,1865.0,2.0
16.43,2,8,1865.0,3.0
19.208,2,8,1865.0,4.0
21.98,2,8,1865.0,5.0
22.554,2,8,1865.0,6.0
20.83,2,8,1865.0,7.0
20.546,2,8,1865.0,8.0
19.516,2,8,1865.0,9.0
17.529,2,8,1865.0,10.0
15.594,2,8,1865.0,11.0
13.619,2,8,1865.0,12.0
14.181,2,8,1866.0,1.0
14.205,2,8,1866.0,2.0
17.504,2,8,1866.0,3.0
19.787,2,8,1866.0,4.0
21.687,2,8,1866.0,5.0
21.779,2,8,1866.0,6.0
20.896,2,8,1866.0,7.0
20.649,2,8,1866.0,8.0
19.98,2,8,1866.0,9.0
17.621,2,8,1866.0,10.0
15.204,2,8,1866.0,11.0
13.549,2,8,1866.0,12.0
14.015,2,8,1867.0,1.0
15.094,2,8,1867.0,2.0
17.673,2,8,1867.0,3.0
20.199,2,8,1867.0,4.0
22.24,2,8,1867.0,5.0
22.99,2,8,1867.0,6.0
21.194,2,8,1867.0,7.0
20.814,2,8,1867.0,8.0
20.805,2,8,1867.0,9.0
18.692,2,8,1867.0,10.0
16.157,2,8,1867.0,11.0
15.968,2,8,1867.0,12.0
13.906,2,8,1868.0,1.0
14.484,2,8,1868.0,2.0
17.428,2,8,1868.0,3.0
19.808,2,8,1868.0,4.0
21.699,2,8,1868.0,5.0
22.925,2,8,1868.0,6.0
20.447,2,8,1868.0,7.0
20.213,2,8,1868.0,8.0
19.981,2,8,1868.0,9.0
18.309,2,8,1868.0,10.0
14.331,2,8,1868.0,11.0
12.522,2,8,1868.0,12.0
13.079,2,8,1869.0,1.0
15.18,2,8,1869.0,2.0
17.477,2,8,1869.0,3.0
19.885,2,8,1869.0,4.0
21.786,2,8,1869.0,5.0
21.714,2,8,1869.0,6.0
20.999,2,8,1869.0,7.0
20.165,2,8,1869.0,8.0
20.128,2,8,1869.0,9.0
17.596,2,8,1869.0,10.0
17.005,2,8,1869.0,11.0
11.719,2,8,1869.0,12.0
13.49,2,8,1870.0,1.0
14.642,2,8,1870.0,2.0
17.471,2,8,1870.0,3.0
19.579,2,8,1870.0,4.0
22.411,2,8,1870.0,5.0
22.449,2,8,1870.0,6.0
20.778,2,8,1870.0,7.0
20.095,2,8,1870.0,8.0
20.625,2,8,1870.0,9.0
18.087,2,8,1870.0,10.0
15.264,2,8,1870.0,11.0
11.185,2,8,1870.0,12.0
12.39,2,8,1871.0,1.0
14.768,2,8,1871.0,2.0
17.092,2,8,1871.0,3.0
19.912,2,8,1871.0,4.0
21.695,2,8,1871.0,5.0
21.957,2,8,1871.0,6.0
20.992,2,8,1871.0,7.0
21.277,2,8,1871.0,8.0
20.156,2,8,1871.0,9.0
17.562,2,8,1871.0,10.0
15.42,2,8,1871.0,11.0
13.318,2,8,1871.0,12.0
11.632,2,8,1872.0,1.0
14.593,2,8,1872.0,2.0
16.647,2,8,1872.0,3.0
